activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,distance,distanceUnit,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
1331000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",Walk,90013,102,184,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-09/2018-12-09/1min/time/16:06/16:28.json,,,1331000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-09/2018-12-09/1sec/time/16:06:47/16:28:58.json,"[{'max': 98, 'min': 30, 'minutes': 7, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-09T21:32:36.000Z,18572198466,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1331000,2018-12-09T16:06:47.000-05:00,,2018-12-09T16:06:47.000-05:00,2312,https://api.fitbit.com/1/user/-/activities/18572198466.tcx
1485000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",Walk,90013,117,229,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-09/2018-12-09/1min/time/19:02/19:27.json,,,1485000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-09/2018-12-09/1sec/time/19:02:34/19:27:19.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 25, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-10T00:39:27.000Z,18574101478,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1485000,2018-12-09T19:02:34.000-05:00,,2018-12-09T19:02:34.000-05:00,2412,https://api.fitbit.com/1/user/-/activities/18574101478.tcx
3408000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",Weights,2131,119,439,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-10/2018-12-10/1min/time/8:50/9:47.json,0.665814,Mile,3417000,42.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-10/2018-12-10/1sec/time/08:50:27/09:47:24.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 52, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 4, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-10T14:55:03.000Z,18556740652,tracker,"{'calories': False, 'distance': False, 'steps': False}",3417000,2018-12-10T08:50:27.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-10T08:50:27.000-05:00,1631,https://api.fitbit.com/1/user/-/activities/18556740652.tcx
1588000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",Walk,90013,107,222,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-12/2018-12-12/1min/time/21:25/21:52.json,,,1588000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-12/2018-12-12/1sec/time/21:25:54/21:52:22.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 24, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-13T02:58:08.000Z,18633671061,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1588000,2018-12-12T21:25:54.000-05:00,,2018-12-12T21:25:54.000-05:00,2476,https://api.fitbit.com/1/user/-/activities/18633671061.tcx
3304000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 50, 'name': 'very'}]",Weights,2131,138,586,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-14/2018-12-14/1min/time/15:25/16:20.json,1.009413,Mile,3307000,85.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-14/2018-12-14/1sec/time/15:25:12/16:20:19.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 26, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 29, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-14T21:30:44.000Z,18660300403,tracker,"{'calories': False, 'distance': False, 'steps': False}",3307000,2018-12-14T15:25:12.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-14T15:25:12.000-05:00,2369,https://api.fitbit.com/1/user/-/activities/18660300403.tcx
3226000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",Walk,90013,110,401,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-14/2018-12-14/1min/time/20:23/21:17.json,,,3226000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-14/2018-12-14/1sec/time/20:23:51/21:17:37.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 49, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-15T02:34:46.000Z,18666293641,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",3226000,2018-12-14T20:23:51.000-05:00,,2018-12-14T20:23:51.000-05:00,3896,https://api.fitbit.com/1/user/-/activities/18666293641.tcx
922000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,98,122,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-15/2018-12-15/1min/time/14:22/14:38.json,,,922000,0.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-15/2018-12-15/1sec/time/14:22:39/14:38:01.json,"[{'max': 98, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 12, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-15T20:04:50.000Z,18675923749,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",922000,2018-12-15T14:22:39.000-05:00,,2018-12-15T14:22:39.000-05:00,1570,https://api.fitbit.com/1/user/-/activities/18675923749.tcx
3381000,"[{'minutes': 13, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 15, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",Weights,2131,118,408,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-15/2018-12-15/1min/time/14:51/15:47.json,0.753932,Mile,3384000,36.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-15/2018-12-15/1sec/time/14:51:25/15:47:49.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 46, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 2, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-15T21:19:02.000Z,18658719257,tracker,"{'calories': False, 'distance': False, 'steps': False}",3384000,2018-12-15T14:51:25.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-15T14:51:25.000-05:00,1706,https://api.fitbit.com/1/user/-/activities/18658719257.tcx
973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,115,151,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-15/2018-12-15/1min/time/15:54/16:11.json,,,973000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-15/2018-12-15/1sec/time/15:54:50/16:11:03.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 17, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-15T21:19:03.000Z,18676869377,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-12-15T15:54:50.000-05:00,,2018-12-15T15:54:50.000-05:00,1596,https://api.fitbit.com/1/user/-/activities/18676869377.tcx
2201000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,102,260,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-16/2018-12-16/1min/time/21:56/22:33.json,,,2201000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-16/2018-12-16/1sec/time/21:56:26/22:33:07.json,"[{'max': 98, 'min': 30, 'minutes': 15, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 22, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-17T03:39:20.000Z,18694794034,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2201000,2018-12-16T21:56:26.000-05:00,,2018-12-16T21:56:26.000-05:00,2760,https://api.fitbit.com/1/user/-/activities/18694794034.tcx
