id,date,routine,category,exercise,weight,reps,rpe,intensity,one_rep_max,volume,relative_volume,distance,time,speed,comment
82,2015-12-23,,Back,Barbell Row,65.0,8.0,,0.71,91.0,520.0,369.0,,,,
82,2015-12-23,,Back,Barbell Row,65.0,12.0,,0.71,91.0,780.0,553.0,,,,Couldn't finish the set so I took a rest to finish
82,2015-12-23,,Biceps,Barbell Curl,50.0,4.0,,0.71,70.0,200.0,142.0,,,,"Couldn't finish the previous set, so I had to rest and then finish it"
83,2015-12-24,,Cardio,Rowing Machine,,,,,,,,1.974095667,906.0,7.844088743046358,
83,2015-12-24,,Cardio,Stair Machine,,,,,,,,0.274645982,900.0,1.098583928,
84,2015-12-26,,Cardio,Rowing Machine,,,,,,,,1.989008571,907.0,7.894631593825799,
84,2015-12-26,,Cardio,Stair Machine,,,,,,,,0.163420573,900.0,0.653682292,
84,2015-12-26,,Shoulders,Overhead Press,85.0,8.0,,0.77,110.0,680.0,523.0,,,,
84,2015-12-26,,Shoulders,Overhead Press,85.0,8.0,,0.77,110.0,680.0,523.0,,,,
84,2015-12-26,,Shoulders,Overhead Press,85.0,9.0,,0.77,110.0,765.0,589.0,,,,
84,2015-12-26,,Shoulders,Overhead Press,85.0,8.0,,0.77,110.0,680.0,523.0,,,,
84,2015-12-26,,Triceps,Close Grip Barbell Bench Press,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Triceps,Close Grip Barbell Bench Press,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Triceps,Close Grip Barbell Bench Press,85.0,12.0,,0.64,133.0,1020.0,652.0,,,,
84,2015-12-26,,Triceps,Close Grip Barbell Bench Press,85.0,12.0,,0.64,133.0,1020.0,652.0,,,,
84,2015-12-26,,Back,Barbell Shrug,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Back,Barbell Shrug,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Back,Barbell Shrug,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Back,Barbell Shrug,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,
84,2015-12-26,,Shoulders,Hammer Strength Shoulder Press,50.0,12.0,,0.65,77.0,600.0,390.0,,,,
84,2015-12-26,,Shoulders,Hammer Strength Shoulder Press,55.0,12.0,,0.71,77.0,660.0,468.0,,,,
84,2015-12-26,,Shoulders,Hammer Strength Shoulder Press,50.0,11.0,,0.65,77.0,550.0,357.0,,,,
84,2015-12-26,,Shoulders,Hammer Strength Shoulder Press,50.0,12.0,,0.65,77.0,600.0,390.0,,,,
84,2015-12-26,,Triceps,Cable Overhead Triceps Extension,27.0,12.0,,0.71,38.0,324.0,230.0,,,,
84,2015-12-26,,Triceps,Cable Overhead Triceps Extension,23.0,12.0,,0.61,38.0,276.0,168.0,,,,
84,2015-12-26,,Triceps,Cable Overhead Triceps Extension,20.0,12.0,,0.53,38.0,240.0,127.0,,,,
84,2015-12-26,,Triceps,Cable Overhead Triceps Extension,20.0,12.0,,0.53,38.0,240.0,127.0,,,,
85,2015-12-28,,Cardio,Rowing Machine,,,,,,,,1.28623797,607.0,7.628429476112027,
85,2015-12-28,,Cardio,Running (Treadmill),,,,,,,,1.01,604.0,6.0198675496688745,
85,2015-12-28,,Cardio,Stair Machine,,,,,,,,0.11806049,600.0,0.7083629400000001,
85,2015-12-28,,Back,Deadlift,86.0,5.0,,0.47,182.0,430.0,202.0,,,,Warm up rep to test weight
85,2015-12-28,,Back,Deadlift,136.0,5.0,,0.75,182.0,680.0,510.0,,,,
85,2015-12-28,,Back,Deadlift,136.0,5.0,,0.75,182.0,680.0,510.0,,,,
85,2015-12-28,,Back,Deadlift,156.0,5.0,,0.86,182.0,780.0,670.0,,,,
85,2015-12-28,,Back,Deadlift,156.0,5.0,,0.86,182.0,780.0,670.0,,,,
85,2015-12-28,,Legs,Barbell Squat,95.0,5.0,,0.52,181.0,475.0,247.0,,,,Front squat
85,2015-12-28,,Legs,Barbell Squat,95.0,5.0,,0.52,181.0,475.0,247.0,,,,
85,2015-12-28,,Legs,Barbell Squat,115.0,5.0,,0.64,181.0,575.0,368.0,,,,
85,2015-12-28,,Legs,Barbell Squat,135.0,5.0,,0.75,181.0,675.0,506.0,,,,
85,2015-12-28,,Legs,Barbell Squat,155.0,5.0,,0.86,181.0,775.0,666.0,,,,
85,2015-12-28,,Back,Deadlift,156.0,5.0,,0.86,182.0,780.0,670.0,,,,
85,2015-12-28,,Legs,Barbell Squat,155.0,5.0,,0.86,181.0,775.0,666.0,,,,
85,2015-12-28,,Legs,Seated Calf Raise Machine,90.0,20.0,,0.6,150.0,1800.0,1080.0,,,,
85,2015-12-28,,Legs,Seated Calf Raise Machine,90.0,20.0,,0.6,150.0,1800.0,1080.0,,,,
85,2015-12-28,,Legs,Seated Calf Raise Machine,90.0,20.0,,0.6,150.0,1800.0,1080.0,,,,
85,2015-12-28,,Legs,Seated Calf Raise Machine,90.0,20.0,,0.6,150.0,1800.0,1080.0,,,,Leg day was excrutiating as always
86,2015-12-30,,Cardio,Rowing Machine,,,,,,,,3.778557051,1800.0,7.557114102,
86,2015-12-30,,Chest,Flat Barbell Bench Press,135.0,8.0,,0.7,192.0,1080.0,756.0,,,,
86,2015-12-30,,Chest,Flat Barbell Bench Press,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
86,2015-12-30,,Chest,Flat Barbell Bench Press,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
86,2015-12-30,,Chest,Flat Barbell Bench Press,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
86,2015-12-30,,Chest,Flat Barbell Bench Press,155.0,5.0,,0.81,192.0,775.0,627.0,,,,
86,2015-12-30,,Chest,Seated Machine Fly,90.0,12.0,,0.59,152.0,1080.0,637.0,,,,
86,2015-12-30,,Chest,Seated Machine Fly,95.0,12.0,,0.62,152.0,1140.0,706.0,,,,
86,2015-12-30,,Chest,Seated Machine Fly,100.0,12.0,,0.66,152.0,1200.0,792.0,,,,
86,2015-12-30,,Chest,Seated Machine Fly,100.0,12.0,,0.66,152.0,1200.0,792.0,,,,
86,2015-12-30,,Chest,Flat Dumbbell Fly,35.0,12.0,,0.71,49.0,420.0,298.0,,,,
86,2015-12-30,,Chest,Flat Dumbbell Fly,35.0,12.0,,0.71,49.0,420.0,298.0,,,,Had to pause on rep 8
86,2015-12-30,,Chest,Flat Dumbbell Fly,35.0,12.0,,0.71,49.0,420.0,298.0,,,,Had to stop at rep 9 to pause
86,2015-12-30,,Chest,Flat Dumbbell Fly,35.0,12.0,,0.71,49.0,420.0,298.0,,,,Waited wayyy too long to start this set
86,2015-12-30,,Chest,Flat Dumbbell Bench Press,50.0,6.0,,0.83,60.0,300.0,249.0,,,,
86,2015-12-30,,Chest,Flat Dumbbell Bench Press,40.0,12.0,,0.67,60.0,480.0,321.0,,,,
86,2015-12-30,,Chest,Flat Dumbbell Bench Press,40.0,8.0,,0.67,60.0,320.0,214.0,,,,
86,2015-12-30,,Chest,Flat Dumbbell Bench Press,40.0,8.0,,0.67,60.0,320.0,214.0,,,,
87,2016-01-02,,Cardio,Rowing Machine,,,,,,,,4.147651425,1805.0,8.272324171745153,Had way fewer increments of lighter stroking
87,2016-01-02,,Biceps,Barbell Curl,60.0,12.0,,0.71,84.0,720.0,511.0,,,,
87,2016-01-02,,Biceps,Barbell Curl,60.0,12.0,,0.71,84.0,720.0,511.0,,,,
87,2016-01-02,,Biceps,Barbell Curl,60.0,6.0,,0.71,84.0,360.0,255.0,,,,
87,2016-01-02,,Biceps,Barbell Curl,60.0,4.0,,0.71,84.0,240.0,170.0,,,,
87,2016-01-02,,Biceps,Barbell Curl,55.0,12.0,,0.65,84.0,660.0,429.0,,,,
87,2016-01-02,,Back,T-Bar Row,90.0,12.0,,0.71,126.0,1080.0,766.0,,,,
87,2016-01-02,,Back,T-Bar Row,90.0,12.0,,0.71,126.0,1080.0,766.0,,,,Sloppy form on the last 4
87,2016-01-02,,Back,T-Bar Row,90.0,8.0,,0.71,126.0,720.0,511.0,,,,
87,2016-01-02,,Back,Seated Back Extension,170.0,12.0,,0.66,259.0,2040.0,1346.0,,,,
87,2016-01-02,,Back,Seated Back Extension,170.0,12.0,,0.66,259.0,2040.0,1346.0,,,,
87,2016-01-02,,Back,Seated Back Extension,185.0,12.0,,0.71,259.0,2220.0,1576.0,,,,
87,2016-01-02,,Back,Lat Pulldown,125.0,12.0,,0.71,175.0,1500.0,1065.0,,,,
87,2016-01-02,,Back,Lat Pulldown,125.0,12.0,,0.71,175.0,1500.0,1065.0,,,,
87,2016-01-02,,Back,Lat Pulldown,125.0,12.0,,0.71,175.0,1500.0,1065.0,,,,
87,2016-01-02,,Biceps,Cable Curl,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
87,2016-01-02,,Biceps,Cable Curl,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
87,2016-01-02,,Biceps,Cable Curl,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
87,2016-01-02,,Biceps,Cable Curl,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
87,2016-01-02,,Back,Barbell Row,65.0,12.0,,0.55,119.0,780.0,429.0,,,,
87,2016-01-02,,Back,Barbell Row,85.0,12.0,,0.71,119.0,1020.0,724.0,,,,
87,2016-01-02,,Back,Barbell Row,85.0,12.0,,0.71,119.0,1020.0,724.0,,,,
87,2016-01-02,,Back,Barbell Row,85.0,12.0,,0.71,119.0,1020.0,724.0,,,,
87,2016-01-02,,Biceps,Dumbbell Concentration Curl,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
87,2016-01-02,,Back,T-Bar Row,90.0,4.0,,0.71,126.0,360.0,255.0,,,,
88,2016-01-04,,Cardio,Rowing Machine,,,,,,,,2.058602123,906.0,8.179875985430463,
88,2016-01-04,,Cardio,Running (Outdoor),,,,,,,,1.48,900.0,5.92,
88,2016-01-04,,Shoulders,Overhead Press,95.0,8.0,,0.79,120.0,760.0,600.0,,,,
88,2016-01-04,,Shoulders,Overhead Press,95.0,8.0,,0.79,120.0,760.0,600.0,,,,
88,2016-01-04,,Shoulders,Overhead Press,95.0,7.0,,0.79,120.0,665.0,525.0,,,,
88,2016-01-04,,Shoulders,Overhead Press,85.0,6.0,,0.71,120.0,510.0,362.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,105.0,12.0,,0.71,147.0,1260.0,894.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,105.0,12.0,,0.71,147.0,1260.0,894.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,105.0,6.0,,0.71,147.0,630.0,447.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,95.0,6.0,,0.65,147.0,570.0,370.0,,,,
88,2016-01-04,,Back,Barbell Shrug,100.0,12.0,,0.71,140.0,1200.0,852.0,,,,
88,2016-01-04,,Back,Barbell Shrug,100.0,12.0,,0.71,140.0,1200.0,852.0,,,,
88,2016-01-04,,Back,Barbell Shrug,100.0,12.0,,0.71,140.0,1200.0,852.0,,,,
88,2016-01-04,,Back,Barbell Shrug,100.0,12.0,,0.71,140.0,1200.0,852.0,,,,
88,2016-01-04,,Shoulders,Hammer Strength Shoulder Press,60.0,12.0,,0.66,91.0,720.0,475.0,,,,
88,2016-01-04,,Shoulders,Hammer Strength Shoulder Press,65.0,12.0,,0.71,91.0,780.0,553.0,,,,
88,2016-01-04,,Shoulders,Hammer Strength Shoulder Press,65.0,12.0,,0.71,91.0,780.0,553.0,,,,
88,2016-01-04,,Shoulders,Hammer Strength Shoulder Press,65.0,12.0,,0.71,91.0,780.0,553.0,,,,
88,2016-01-04,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.66,49.0,390.0,257.0,,,,
88,2016-01-04,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.66,49.0,390.0,257.0,,,,
88,2016-01-04,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.66,49.0,390.0,257.0,,,,
88,2016-01-04,,Triceps,Cable Overhead Triceps Extension,37.5,9.0,,0.77,49.0,337.5,259.0,,,,
88,2016-01-04,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
88,2016-01-04,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
88,2016-01-04,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
88,2016-01-04,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,Really struggled do reps with the full range of motion. Don't be a half-repper!
88,2016-01-04,,Triceps,Rope Push Down,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
88,2016-01-04,,Triceps,Rope Push Down,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
88,2016-01-04,,Triceps,Rope Push Down,22.5,12.0,,0.59,38.0,270.0,159.0,,,,
88,2016-01-04,,Triceps,Rope Push Down,22.5,12.0,,0.59,38.0,270.0,159.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,95.0,9.0,,0.65,147.0,855.0,555.0,,,,
88,2016-01-04,,Triceps,Close Grip Barbell Bench Press,95.0,5.0,,0.65,147.0,475.0,308.0,,,,
88,2016-01-04,,Triceps,Cable Overhead Triceps Extension,32.5,6.0,,0.66,49.0,195.0,128.0,,,,
89,2016-01-05,,Cardio,Rowing Machine,,,,,,,,1.351481925,606.0,8.028605495049506,
89,2016-01-05,,Legs,Barbell Squat,135.0,5.0,,0.69,196.0,675.0,465.0,,,,
89,2016-01-05,,Legs,Barbell Squat,155.0,8.0,,0.79,196.0,1240.0,979.0,,,,
89,2016-01-05,,Legs,Barbell Squat,165.0,5.0,,0.84,196.0,825.0,693.0,,,,
89,2016-01-05,,Legs,Barbell Squat,165.0,5.0,,0.84,196.0,825.0,693.0,,,,
89,2016-01-05,,Legs,Barbell Squat,165.0,5.0,,0.84,196.0,825.0,693.0,,,,
89,2016-01-05,,Back,Deadlift,135.0,5.0,,0.7,192.0,675.0,472.0,,,,
89,2016-01-05,,Back,Deadlift,155.0,5.0,,0.81,192.0,775.0,627.0,,,,
89,2016-01-05,,Back,Deadlift,155.0,5.0,,0.81,192.0,775.0,627.0,,,,
89,2016-01-05,,Back,Deadlift,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
89,2016-01-05,,Back,Deadlift,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
89,2016-01-05,,Legs,Seated Calf Raise Machine,100.0,20.0,,0.6,167.0,2000.0,1200.0,,,,
89,2016-01-05,,Legs,Seated Calf Raise Machine,100.0,20.0,,0.6,167.0,2000.0,1200.0,,,,
89,2016-01-05,,Legs,Seated Calf Raise Machine,100.0,20.0,,0.6,167.0,2000.0,1200.0,,,,
89,2016-01-05,,Legs,Seated Calf Raise Machine,100.0,20.0,,0.6,167.0,2000.0,1200.0,,,,
89,2016-01-05,,Cardio,Running (Outdoor),,,,,,,,1.2,600.0,7.2,
89,2016-01-05,,Cardio,Stair Machine,,,,,,,,0.82,600.0,4.92,
90,2016-01-10,,Cardio,Running (Outdoor),,,,,,,,1.32,600.0,7.920000000000001,
90,2016-01-10,,Cardio,Rowing Machine,,,,,,,,2.7489453040000003,1206.0,8.205806877611941,
90,2016-01-10,,Chest,Flat Barbell Bench Press,135.0,8.0,,0.66,204.0,1080.0,712.0,,,,
90,2016-01-10,,Chest,Flat Barbell Bench Press,175.0,5.0,,0.86,204.0,875.0,752.0,,,,
90,2016-01-10,,Chest,Flat Barbell Bench Press,175.0,5.0,,0.86,204.0,875.0,752.0,,,,
90,2016-01-10,,Chest,Flat Barbell Bench Press,175.0,5.0,,0.86,204.0,875.0,752.0,,,,Had a lot of rest on this workout and a little help from a spotter. It might be best to go only up to 180 next chest day
90,2016-01-10,,Chest,Flat Barbell Bench Press,175.0,4.0,,0.86,204.0,700.0,602.0,,,,
90,2016-01-10,,Chest,Seated Machine Fly,105.0,12.0,,0.69,152.0,1260.0,869.0,,,,
90,2016-01-10,,Chest,Seated Machine Fly,105.0,12.0,,0.69,152.0,1260.0,869.0,,,,
90,2016-01-10,,Chest,Seated Machine Fly,105.0,12.0,,0.69,152.0,1260.0,869.0,,,,
90,2016-01-10,,Chest,Seated Machine Fly,105.0,12.0,,0.69,152.0,1260.0,869.0,,,,
90,2016-01-10,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Decline Dumbbell Bench Press,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Decline Dumbbell Bench Press,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Decline Dumbbell Bench Press,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
90,2016-01-10,,Chest,Decline Dumbbell Bench Press,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
91,2016-01-11,,Cardio,Rowing Machine,,,,,,,,2.152429144,907.0,8.543268928776184,
91,2016-01-11,,Abs,The Choi Ab Routine,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
91,2016-01-11,,Biceps,Barbell Curl,67.0,12.0,,0.71,94.0,804.0,570.0,,,,Paused halfway through to rest
91,2016-01-11,,Biceps,Barbell Curl,67.0,12.0,,0.71,94.0,804.0,570.0,,,,Paused halfway through to rest
91,2016-01-11,,Biceps,Barbell Curl,67.0,12.0,,0.71,94.0,804.0,570.0,,,,Waited wayyyy too long to start this set
91,2016-01-11,,Biceps,Barbell Curl,62.0,4.0,,0.66,94.0,248.0,163.0,,,,
91,2016-01-11,,Biceps,Barbell Curl,62.0,4.0,,0.66,94.0,248.0,163.0,,,,
91,2016-01-11,,Biceps,Barbell Curl,62.0,4.0,,0.66,94.0,248.0,163.0,,,,
91,2016-01-11,,Back,Barbell Row,90.0,12.0,,0.71,126.0,1080.0,766.0,,,,
91,2016-01-11,,Back,Barbell Row,90.0,12.0,,0.71,126.0,1080.0,766.0,,,,
91,2016-01-11,,Back,Barbell Row,90.0,12.0,,0.71,126.0,1080.0,766.0,,,,
91,2016-01-11,,Biceps,Cable Curl,32.5,12.0,,0.71,46.0,390.0,276.0,,,,Great form on this set
91,2016-01-11,,Biceps,Cable Curl,32.5,12.0,,0.71,46.0,390.0,276.0,,,,
91,2016-01-11,,Biceps,Cable Curl,32.5,3.0,,0.71,46.0,97.5,69.0,,,,
91,2016-01-11,,Biceps,Cable Curl,27.5,9.0,,0.6,46.0,247.5,148.0,,,,
91,2016-01-11,,Biceps,Cable Curl,27.5,12.0,,0.6,46.0,330.0,198.0,,,,
91,2016-01-11,,Shoulders,Rear Delt Machine Fly,75.0,12.0,,0.56,133.0,900.0,504.0,,,,
91,2016-01-11,,Shoulders,Rear Delt Machine Fly,85.0,12.0,,0.64,133.0,1020.0,652.0,,,,
91,2016-01-11,,Shoulders,Rear Delt Machine Fly,95.0,12.0,,0.71,133.0,1140.0,809.0,,,,"Form suffered a little bit. Next time, it would be good to start with 90 pounds instead"
91,2016-01-11,,Back,Seated Back Extension,190.0,12.0,,0.71,266.0,2280.0,1618.0,,,,Poor form. I'm going down in weight instead
91,2016-01-11,,Back,Seated Back Extension,150.0,12.0,,0.56,266.0,1800.0,1008.0,,,,This is the appropriate weight for good form
91,2016-01-11,,Back,Seated Back Extension,150.0,12.0,,0.56,266.0,1800.0,1008.0,,,,
91,2016-01-11,,Back,Lat Pulldown,135.0,12.0,,0.71,189.0,1620.0,1150.0,,,,
91,2016-01-11,,Back,Lat Pulldown,135.0,12.0,,0.71,189.0,1620.0,1150.0,,,,
91,2016-01-11,,Back,Lat Pulldown,135.0,8.0,,0.71,189.0,1080.0,766.0,,,,
91,2016-01-11,,Biceps,Dumbbell Concentration Curl,20.0,12.0,,0.71,28.0,240.0,170.0,,,,
91,2016-01-11,,Biceps,Dumbbell Concentration Curl,15.0,12.0,,0.54,28.0,180.0,97.0,,,,
91,2016-01-11,,Biceps,Dumbbell Concentration Curl,15.0,12.0,,0.54,28.0,180.0,97.0,,,,
91,2016-01-11,,Biceps,Dumbbell Concentration Curl,15.0,12.0,,0.54,28.0,180.0,97.0,,,,
91,2016-01-11,,Back,Lat Pulldown,135.0,4.0,,0.71,189.0,540.0,383.0,,,,
92,2016-01-14,,Cardio,Rowing Machine,,,,,,,,2.204002937,906.0,8.75762756423841,
92,2016-01-14,,Abs,The Choi Ab Routine,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
93,2016-01-21,,Cardio,Rowing Machine,,,,,,,,2.888132408,1207.0,8.614148027174814,Just got back working out after a six day break
93,2016-01-21,,Shoulders,Overhead Press,100.0,8.0,,0.79,127.0,800.0,632.0,,,,
93,2016-01-21,,Shoulders,Overhead Press,100.0,8.0,,0.79,127.0,800.0,632.0,,,,
93,2016-01-21,,Shoulders,Overhead Press,95.0,5.0,,0.75,127.0,475.0,356.0,,,,
93,2016-01-21,,Shoulders,Overhead Press,95.0,3.0,,0.75,127.0,285.0,213.0,,,,
93,2016-01-21,,Back,Barbell Shrug,110.0,12.0,,0.71,154.0,1320.0,937.0,,,,
93,2016-01-21,,Back,Barbell Shrug,110.0,12.0,,0.71,154.0,1320.0,937.0,,,,Cut the workout after I hurt myself setting up the weight
93,2016-01-21,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.62,52.0,390.0,241.0,,,,
93,2016-01-21,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.62,52.0,390.0,241.0,,,,
93,2016-01-21,,Triceps,Cable Overhead Triceps Extension,32.5,12.0,,0.62,52.0,390.0,241.0,,,,
93,2016-01-21,,Triceps,Cable Overhead Triceps Extension,37.5,12.0,,0.72,52.0,450.0,324.0,,,,
93,2016-01-21,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
93,2016-01-21,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
93,2016-01-21,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
93,2016-01-21,,Shoulders,Lateral Dumbbell Raise,15.0,12.0,,0.71,21.0,180.0,127.0,,,,
93,2016-01-21,,Triceps,Rope Push Down,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
93,2016-01-21,,Triceps,Rope Push Down,27.5,12.0,,0.72,38.0,330.0,237.0,,,,
93,2016-01-21,,Triceps,Rope Push Down,22.5,12.0,,0.59,38.0,270.0,159.0,,,,
93,2016-01-21,,Triceps,Rope Push Down,22.5,12.0,,0.59,38.0,270.0,159.0,,,,
93,2016-01-21,,Shoulders,Overhead Press,95.0,5.0,,0.75,127.0,475.0,356.0,,,,
93,2016-01-21,,Shoulders,Overhead Press,95.0,3.0,,0.75,127.0,285.0,213.0,,,,
94,2016-02-04,,Chest,Flat Barbell Bench Press,135.0,10.0,,0.66,204.0,1350.0,891.0,,,,
94,2016-02-04,,Chest,Flat Barbell Bench Press,170.0,5.0,,0.83,204.0,850.0,705.0,,,,
94,2016-02-04,,Chest,Flat Barbell Bench Press,170.0,5.0,,0.83,204.0,850.0,705.0,,,,
94,2016-02-04,,Chest,Flat Barbell Bench Press,170.0,5.0,,0.83,204.0,850.0,705.0,,,,
94,2016-02-04,,Chest,Flat Barbell Bench Press,170.0,5.0,,0.83,204.0,850.0,705.0,,,,
94,2016-02-04,,Chest,Seated Machine Fly,110.0,12.0,,0.68,161.0,1320.0,897.0,,,,
94,2016-02-04,,Chest,Seated Machine Fly,115.0,12.0,,0.71,161.0,1380.0,979.0,,,,
94,2016-02-04,,Chest,Seated Machine Fly,115.0,12.0,,0.71,161.0,1380.0,979.0,,,,
94,2016-02-04,,Chest,Seated Machine Fly,115.0,12.0,,0.71,161.0,1380.0,979.0,,,,
94,2016-02-04,,Chest,Flat Dumbbell Fly,40.0,10.0,,0.71,56.0,400.0,284.0,,,,
94,2016-02-04,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
94,2016-02-04,,Chest,Flat Dumbbell Fly,40.0,12.0,,0.71,56.0,480.0,340.0,,,,
94,2016-02-04,,Chest,Flat Dumbbell Fly,40.0,11.0,,0.71,56.0,440.0,312.0,,,,
94,2016-02-04,,Chest,Decline Dumbbell Bench Press,45.0,8.0,,0.79,57.0,360.0,284.0,,,,
94,2016-02-04,,Chest,Decline Dumbbell Bench Press,45.0,8.0,,0.79,57.0,360.0,284.0,,,,
94,2016-02-04,,Chest,Decline Dumbbell Bench Press,45.0,8.0,,0.79,57.0,360.0,284.0,,,,
94,2016-02-04,,Chest,Decline Dumbbell Bench Press,45.0,8.0,,0.79,57.0,360.0,284.0,,,,
94,2016-02-04,,Chest,Flat Dumbbell Fly,40.0,5.0,,0.71,56.0,200.0,142.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,60.0,12.0,,0.61,98.0,720.0,439.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,70.0,12.0,,0.71,98.0,840.0,596.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,70.0,3.0,,0.71,98.0,210.0,149.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,65.0,9.0,,0.66,98.0,585.0,386.0,,,,
95,2016-02-09,,Back,Lat Pulldown,140.0,12.0,,0.71,196.0,1680.0,1192.0,,,,
95,2016-02-09,,Back,Lat Pulldown,140.0,8.0,,0.71,196.0,1120.0,795.0,,,,
95,2016-02-09,,Back,Lat Pulldown,140.0,4.0,,0.71,196.0,560.0,397.0,,,,
95,2016-02-09,,Shoulders,Rear Delt Machine Fly,100.0,12.0,,0.71,140.0,1200.0,852.0,,,,
95,2016-02-09,,Shoulders,Rear Delt Machine Fly,100.0,11.0,,0.71,140.0,1100.0,781.0,,,,Wasn't a full range of motion
95,2016-02-09,,Shoulders,Rear Delt Machine Fly,90.0,10.0,,0.64,140.0,900.0,576.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,65.0,4.0,,0.66,98.0,260.0,171.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,65.0,4.0,,0.66,98.0,260.0,171.0,,,,
95,2016-02-09,,Biceps,Barbell Curl,65.0,5.0,,0.66,98.0,325.0,214.0,,,,
95,2016-02-09,,Back,Lat Pulldown,132.5,7.0,,0.68,196.0,927.5,630.0,,,,
96,2016-02-16,,Legs,Barbell Squat,135.0,8.0,,0.79,171.0,1080.0,853.0,,,,Did the really challenging power lifting form with Brandon
96,2016-02-16,,Legs,Barbell Squat,135.0,4.0,,0.79,171.0,540.0,426.0,,,,
96,2016-02-16,,Legs,Barbell Squat,135.0,4.0,,0.79,171.0,540.0,426.0,,,,
96,2016-02-16,,Back,Deadlift,140.0,8.0,,0.73,192.0,1120.0,817.0,,,,
96,2016-02-16,,Back,Deadlift,155.0,5.0,,0.81,192.0,775.0,627.0,,,,
96,2016-02-16,,Back,Deadlift,155.0,5.0,,0.81,192.0,775.0,627.0,,,,
96,2016-02-16,,Back,Deadlift,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
96,2016-02-16,,Back,Deadlift,165.0,5.0,,0.86,192.0,825.0,709.0,,,,
96,2016-02-16,,Legs,Standing Calf Raise Machine,0.0,20.0,,,0.0,0.0,,,,,
96,2016-02-16,,Legs,Standing Calf Raise Machine,0.0,20.0,,,0.0,0.0,,,,,
